languish	(of a person or other living thing) lose or lack vitality; grow weak or feeble	plants may appear to be languishing simply because they are dormant	foreign stocks are still languishing	she still languished after Richard	when a visitor comes in, she smiles and languishes	he has been languishing in jail since 1974	weaken, grow weak, deteriorate, decline, go into a decline, pine for, yearn for, ache for, long for, sigh for, desire, want, hanker after, carry a torch for, waste away, rot, decay, wither away, moulder, be abandoned, be neglected, be forgotten, suffer	[sound:languish.mp3]	magoosh rank_1
stupefied	make (someone) unable to think or feel properly	the offense of administering drugs to a woman with intent to stupefy her	the amount they spend on clothes would appall their parents and stupefy their grandparents	 	 	 	stun, daze, befuddle, knock senseless, knock unconscious, knock out, lay out, benumb, numb, drug, sedate, anaesthetize, give anaesthetic to, tranquillize, narcotize, shock, stun, astound, dumbfound, overwhelm, stagger, amaze, astonish, startle, confound, take aback, shake up, leave open-mouthed, take someone's breath away	[sound:stupefied.mp3]	vince rank_1
condemn	express complete disapproval of, typically in public; censure	fair-minded people declined to condemn her on mere suspicion	the rebels had been condemned to death	the physical ailments that condemned him to a lonely childhood	she could see in his eyes that her stumble had condemned her	the pool has been condemned as a health hazard	censure, criticize, castigate, attack, denounce, deplore, decry, revile, inveigh against, blame, chastise, berate, upbraid, reprimand, rebuke, reprove, reprehend, take to task, find fault with, give someone a bad press, give something a bad press, sentence, pass sentence on, doom, destine, damn, foredoom, foreordain, mark someone out for, incriminate, prove to be guilty, prove one's guilt, implicate, declare unfit, declare unsafe	[sound:condemn.mp3]	greenlight_basic rank_1
invoke	cite or appeal to (someone or something) as an authority for an action or in support of an argument	the antiquated defense of insanity is rarely invoked today	she invoked his help against this attack	how could she explain how the accident happened without invoking his wrath?	 	 	cite, refer to, adduce, instance, pray to, call on, appeal to, plead with, supplicate, entreat, solicit, beseech, beg, implore, importune, petition, summon, call, call up, bring, conjure, conjure up, bring forth, bring on, elicit, induce, cause, kindle, bring out	[sound:invoke.mp3]	powerscore rank_1
turbulent	characterized by conflict, disorder, or confusion; not controlled or calm	the country's turbulent 20-year history	her turbulent emotions	the turbulent sea	 	 	tempestuous, stormy, unstable, unsettled, tumultuous, explosive, in turmoil, full of upheavals, full of conflict, full of ups and downs, roller-coaster, chaotic, full of confusion, rough, stormy, tempestuous, storm-tossed, heavy, violent, wild, angry, raging, boiling, seething, foaming, choppy, bumpy, agitated	[sound:turbulent.mp3]	gregmat rank_1
crepuscular	of, resembling, or relating to twilight.	 	 	 	 	 	indistinct, faint, vague, ill-defined, unclear, blurred, blurry, misty, hazy, foggy, veiled, cloudy, clouded, nebulous, fuzzy	[sound:crepuscular.mp3]	vince rank_1
assiduously	with great care and perseverance	leaders worked assiduously to hammer out an action plan	 	 	 	 		[sound:assiduously.mp3]	magoosh rank_1
livid	furiously angry	he was livid at being left out	livid bruises	his face went livid, then purple	 	 	furious, angry, infuriated, irate, fuming, raging, seething, incensed, enraged, angered, beside oneself, wrathful, ireful, maddened, cross, annoyed, irritated, exasperated, indignant, purplish, bluish, dark, discoloured, black and blue, purple, greyish blue	[sound:livid.mp3]	manhattan rank_1
pretext	a reason given in justification of a course of action that is not the real reason	the rebels had the perfect pretext for making their move	 	 	 	 	excuse, false excuse, ostensible reason, alleged reason, plea, supposed grounds	[sound:pretext.mp3]	vince rank_1
bumbling	acting in a confused or ineffectual way; incompetent	he's a bumbling fool	they bumbled around the house	the succeeding speakers bumbled	she watched a bee bumble among the flowers	 	blunder, lurch, stumble, wobble, lumber, shamble, shuffle, stagger, totter, teeter, reel, weave, pitch, muddle, flounder, falter, blundering, bungling, amateurish, incompetent, inept, unskilful, inexpert, clumsy, maladroit, gauche, awkward, inefficient, muddled, oafish, clodhopping, stumbling, lumbering, foolish, useless, ramble, babble, burble, drivel, gibber, blather, mumble, mutter, stumble, hum, drone, bumble, whir, fizz, fuzz, hiss, sing, murmur, whisper	[sound:bumbling.mp3]	magoosh rank_1
commendable	deserving praise	commendable restraint	 	 	 	 	admirable, praiseworthy, laudable, estimable, meritorious, creditable, exemplary, exceptional, noteworthy, notable, honourable, worthy, deserving, respectable, sterling, fine, excellent	[sound:commendable.mp3]	magoosh rank_1
debauchery	excessive indulgence in sensual pleasures.	 	 	 	 	 	dissipation, dissoluteness, degeneracy, corruption, vice, turpitude, depravity, loucheness, rakishness, libertinism, immodesty, indecency, perversion, shamelessness, iniquity, wickedness, sinfulness, sinning, impropriety, lack of morals, lack of principles, immorality, impurity, unchastity, lasciviousness, salaciousness, lechery, lecherousness, lewdness, bawdiness, lust, lustfulness, libidinousness, licentiousness, promiscuity, wantonness, abandonment, abandon, profligacy, decadence, immoderateness, intemperance, lack of restraint, indulgence, self-indulgence, pleasure-seeking, hedonism, sybaritism	[sound:debauchery.mp3]	greenlight_basic rank_1
gargantuan	enormous	a gargantuan appetite	 	 	 	 	enormous, extremely big, extremely large, massive, huge, colossal, vast, immense, cosmic, tremendous, gigantic, giant, monstrous, towering, mammoth, prodigious, elephantine, mountainous, mighty, monumental, epic, king-size, king-sized, titanic, Herculean, Brobdingnagian, substantial, hefty, weighty, bulky	[sound:gargantuan.mp3]	vince rank_1
pontificate	express one's opinions in a way considered annoyingly pompous and dogmatic	he was pontificating about art and history	he pontificated at three Christmas Masses	Pope Gregory VIII enjoyed only a ten-week pontificate	 	 	hold forth, expound, declaim, preach, lay down the law, express one's opinion, express one's opinion pompously, sound off, spout, spout off, dogmatize, sermonize, moralize, pronounce, lecture, expatiate	[sound:pontificate.mp3]	magoosh rank_1
ambiguity	the quality of being open to more than one interpretation; inexactness	we can detect no ambiguity in this section of the Act	ambiguities in such questions are potentially very dangerous	 	 	 	ambivalence, equivocation	[sound:ambiguity.mp3]	vince rank_1
fete	a celebration or festival.	she was an instant celebrity, feted by the media	 	 	 	 	gala, gala day, garden party, bazaar, fair, feast, festival, fiesta, jubilee, pageant, carnival, funfair, gala, gala day, garden party, bazaar, fair, feast, festival, fiesta, jubilee, pageant, carnival, funfair, celebrate, fete, glorify, honour, bestow honour on, exalt, acclaim, admire, commend, sing the praises of, sound the praises of, praise, extol, applaud, hail, make a fuss of, make a fuss over, make much of, cry up, venerate, eulogize, sing paeans to, reverence, pay homage to, pay tribute to, put on a pedestal, hero-worship, worship, idolize, adulate	[sound:fete.mp3]	magoosh rank_1
inflammable	easily set on fire	inflammable and poisonous gases	 	 	 	 	flammable, combustible, incendiary, explosive	[sound:inflammable.mp3]	magoosh rank_1
incensed	make (someone) very angry	she was incensed by the accusations	the aroma of cannabis incensed the air	I was absolutely incensed	 	 	enraged, very angry, irate, furious, infuriated, angered, in a temper, raging, incandescent, fuming, seething, beside oneself, outraged, in high dudgeon, enrage, infuriate, anger, madden, send into a rage, outrage, inflame, exasperate, antagonize, provoke, irritate greatly, rile, gall	[sound:incensed.mp3]	vince rank_1
apt	appropriate or suitable in the circumstances	an apt description of her nature	she was apt to confuse the past with the present	he proved an apt scholar	a minimalist one-bedroom apt. on the Upper West Side	apt. 18, 2330 Bedford St.	suitable, fitting, appropriate, befitting, relevant, felicitous, congruous, fit, applicable, judicious, apposite, apropos, to the purpose, to the point, inclined, given, likely, liable, disposed, predisposed, prone, ready, tending, subject, of a mind, capable, clever, quick, bright, sharp, quick to learn, smart, intelligent	[sound:apt.mp3]	gregmat rank_1
cornucopia	a symbol of plenty consisting of a goat's horn overflowing with flowers, fruit, and corn.	the festival offers a cornucopia of pleasures	 	 	 	 	abundance, lot, mass, host, plenitude, cornucopia, riot	[sound:cornucopia.mp3]	magoosh rank_1
rankled	(of a comment, event, or fact) cause annoyance or resentment that persists	the casual manner of his dismissal still rankles	Lisa was rankled by his assertion	the wound is but skinned over and rankles still at the bottom	 	 	cause resentment to, cause annoyance to, annoy, upset, anger, irritate, offend, affront, displease, exasperate, infuriate, provoke, irk, vex, pique, nettle, gall, gnaw at, eat away at, grate on, suppurate, become septic, form pus, secrete pus, discharge, run, weep, ooze	[sound:rankled.mp3]	vince rank_1
calamitous	involving calamity; catastrophic or disastrous	such calamitous events as fires, hurricanes, and floods	 	 	 	 	disastrous, catastrophic, cataclysmic, devastating, dire, tragic, fatal, ruinous, crippling, awful, dreadful, terrible, woeful, grievous	[sound:calamitous.mp3]	vince rank_1
accumulate	gather together or acquire an increasing number or quantity of	investigators have yet to accumulate enough evidence	her goal was to accumulate a huge fortune	the toxin accumulated in their bodies	 	 	gather, collect, assemble, get, obtain, acquire, accumulate, assemble, amass, collect, gather, gather together, draw together, join together	[sound:accumulate.mp3]	vince rank_1
nepotism	the practice among those with power or influence of favoring relatives or friends, especially by giving them jobs	his years in office were marked by corruption and nepotism	 	 	 	 	partiality, partisanship, unfair preference, preferential treatment, special treatment, preference, favour, one-sidedness, prejudice, bias, inequality, unfairness, inequity, discrimination, positive discrimination, reverse discrimination	[sound:nepotism.mp3]	vince rank_1
unwieldy	difficult to carry or move because of its size, shape, or weight	the first mechanical clocks were large and unwieldy	the benefits system is unwieldy and unnecessarily complex	 	 	 	cumbersome, unmanageable, unhandy, unmanoeuvrable	[sound:unwieldy.mp3]	vince rank_1
recourse	a source of help in a difficult situation	surgery may be the only recourse	a means of solving disputes without recourse to courts of law	all three countries had recourse to the IMF for standby loans	the bank has recourse against the exporter for losses incurred	 	option, possibility, alternative, possible course of action, resort, way out, person to turn to, place to turn to, source of assistance, available resource, hope, remedy, choice, expedient, resort to, make use of, use, avail oneself of, utilize, employ, turn to, call on, draw on, bring into play, bring into service, look to, appeal to	[sound:recourse.mp3]	gregmat rank_1
plebian	 	 	 	 	 	 		 	manhattan rank_1
picturesque	visually attractive, especially in a quaint or pretty style	the picturesque covered bridges of New England	his picturesque speech contrasted with his rough appearance	 	 	 	attractive, pretty, beautiful, lovely, scenic, charming, quaint, pleasing, delightful, romantic, vivid, graphic, colourful, impressive, striking	[sound:picturesque.mp3]	vince rank_1
garble	reproduce (a message, sound, or transmission) in a confused and distorted way	the connection was awful and kept garbling his voice	most readers assumed the word was a typographical garble	upon winning a race a driver spews out a litany of commercial garble	 	 	mix up, muddle, jumble, confuse, blur, slur, obscure, distort, twist, twist around, warp, misstate, misquote, misreport, misrepresent, mistranslate, misinterpret, misconstrue	[sound:garble.mp3]	vince rank_1
ancillary	providing necessary support to the primary activities or operation of an organization, institution, industry, or system	the development of ancillary services to support its products	paragraph 19 was merely ancillary to paragraph 16	the employment of specialist teachers and ancillaries	undergraduate courses of three main subjects with related ancillaries	 	ancillary, subordinate, secondary, supportive, additional, auxiliary, supporting, helping, assisting, extra, supplementary, supplemental, accessory, contributory, attendant, replacement, deputy, relief, proxy, reserve, surrogate, cover, fill-in, stand-in, standby, locum, locum tenens, understudy, stopgap, alternative, ancillary	[sound:ancillary.mp3]	greenlight_basic rank_1
chauvinistic	feeling or displaying aggressive or exaggerated patriotism.	 	 	 	 	 		[sound:chauvinistic.mp3]	gregmat rank_1
contingent	subject to chance	the contingent nature of the job	businesses need to be aware of their liabilities, both actual and contingent	that men are living creatures is a contingent fact	resolution of the conflict was contingent on the signing of a ceasefire agreement	a contingent of Japanese businessmen attending a conference	chance, accidental, fortuitous, possible, unforeseen, unforeseeable, unexpected, unpredicted, unpredictable, unanticipated, unlooked-for, dependent, conditional, group, party, body, band, set, unit, detail, squad, troop, contingent, outfit, task force, crew, patrol, section, formation	[sound:contingent.mp3]	magoosh rank_1
telling	communicate information, facts, or news to someone in spoken or written words	I told her you were coming	“We have nothing in common,” she told him	he's telling the truth	we must be told the facts	tell him to go away	inform, let know, notify, apprise, make aware, mention something to, acquaint with, advise, put in the picture, brief, fill in, break the news to, speak, utter, say, voice, state, declare, instruct, order, give orders, command, direct, charge, enjoin, call on, require, reveal, show, be evidence of, give evidence of, disclose, indicate, convey, signify, give the game away, talk, tell tales, open one's mouth, tattle, ascertain, decide, determine, work out, make out, deduce, discern, perceive, see, identify, recognize, understand, comprehend, distinguish, differentiate, tell apart, discriminate, calculation, enumeration, computation, reckoning, counting, telling, tally, tallying, totting up, keep a tally of, keep a count of, keep a record of, revealing, significant	[sound:telling.mp3]	magoosh rank_1
rebut	claim or prove that (evidence or an accusation) is false	he had to rebut charges of acting for the convenience of his political friends	but he … their sharp assault right boldly did rebut	 	 	 	refute, deny, disprove, prove wrong, prove false, repel, drive back, drive away, fight back, fight off, put to flight, force back, beat off, beat back, push back, thrust back	[sound:rebut.mp3]	powerscore rank_1
spurn	reject with disdain or contempt	he spoke gruffly, as if afraid that his invitation would be spurned	with one touch of my feet, I spurn the solid Earth	it is a spurn of God's sovereignty, and a slight of his goodness	 	 	refuse, decline, say no to, reject, rebuff, scorn, turn down, turn away, repudiate, treat with contempt, disdain, look down one's nose at, despise	[sound:spurn.mp3]	magoosh rank_1
plasticity	the quality of being easily shaped or molded.	 	 	 	 	 	malleability, softness, pliancy, pliability, flexibility, suppleness, ductility	[sound:plasticity.mp3]	greenlight_basic rank_1
sediment	matter that settles to the bottom of a liquid; dregs	the ice freezes the wine and sediment at the base of the cork	there is a huge concentration of sediment in deltas	it takes hundreds of thousands of years to turn the sediments into carbonate rock	the erythrocytes were allowed to sediment within the syringe	heparinated blood was allowed to sediment at room temperature	dregs, lees, deposit, grounds, settlings, residue, remains, accumulation, silt, sludge, alluvium	[sound:sediment.mp3]	prep_scholar rank_1
contraries	the opposite	the magazine has proved that the contrary is true	 	 	 	 	opposite, reverse, converse, antithesis	[sound:contraries.mp3]	manhattan rank_1
decimation	the killing or destruction of a large proportion of a group or species	our growing hunger for fish has resulted in the decimation of fish stocks	the decimation of our rainforests	we need to halt the decimation of this country's manufacturing base	economic and financial decimation from two world wars	 		[sound:decimation.mp3]	magoosh rank_1
solder	a low-melting alloy, especially one based on lead and tin or (for higher temperatures) on brass or silver, used for joining less fusible metals	remove the fitting using a blowtorch to melt the solder	the Roman silversmith did indeed use several different solders	the wires to this clip are soldered to the circuit board	the soldered terminal joints	 	attach, join, fasten, fix, affix, couple, link, bridge, secure, make fast, tie, tie up, bind, fetter, strap, rope, tether, truss, lash, hitch, moor, anchor, yoke, chain	[sound:solder.mp3]	greenlight_advanced rank_1
doleful	expressing sorrow; mournful	a doleful look	doleful consequences	 	 	 	mournful, woeful, sorrowful, sad, unhappy, depressed, dismal, gloomy, morose, melancholy, miserable, forlorn, wretched, woebegone, despondent, dejected, disconsolate, downcast, crestfallen, downhearted, heartbroken, heavy-hearted, despairing, desolate, grief-stricken	[sound:doleful.mp3]	magoosh rank_1
kindred	one's family and relations.	ties of kindred	books on kindred subjects	 	 	 	family, relatives, relations, kin, family members, connections, kith and kin, one's own flesh and blood, clan, tribe, house, lineage, kinship, family ties, being related, relationship, relatedness, blood relationship, ties of blood, consanguinity, common ancestry, common lineage, related, allied, connected, closely connected, closely related, comparable, similar, like, alike, parallel, associated, corresponding, cognate, analogous, interconnected, affiliated	[sound:kindred.mp3]	vince rank_1
stifle	make (someone) unable to breathe properly; suffocate	those in the streets were stifled by the fumes	she stifled a giggle	she stifled a desire to turn and flee	she gave a stifled cry of disappointment	high taxes were stifling private enterprise	very hot, sweltering, suffocate, choke, asphyxiate, suppress, smother, restrain, keep back, hold back, hold in, fight back, choke back, gulp back, withhold, check, keep in check, swallow, muffle, quench, curb, silence, contain, bottle up, constrain, hinder, hamper, impede, hold back, curb, check, restrain, prevent, inhibit	[sound:stifle.mp3]	powerscore rank_1
patriarch	the male head of a family or tribe.	Hollywood's reigning patriarch rose to speak	the patriarch of all spin doctors	Patriarch of Moscow and All Russia	Patriarch of Venice	 	senior figure, father, paterfamilias, leader, elder, grandfather	[sound:patriarch.mp3]	powerscore rank_1
foreground	the part of a view that is nearest to the observer, especially in a picture or photograph	the images show vegetation in the foreground	whenever books are chosen for children, meaning should always be in the foreground	sexual relationships are foregrounded and idealized	 	 	front, fore, forefront, forepart, foremost part, nearest part, closest part, forefront, vanguard, van, spearhead, head, lead, fore, front, front line, cutting edge, foremost position, leading position, position of prominence, bring attention to, call attention to, draw attention to, focus attention on, highlight, point up, spotlight, foreground, play up, make a point of	[sound:foreground.mp3]	vince rank_1
smattering	a slight superficial knowledge of a language or subject	Edward had only a smattering of Spanish	"
              a smattering of snow"	 	 	 	bit, small amount, little, modicum, touch, soupçon	[sound:smattering.mp3]	magoosh rank_1
anile	of or like a feeble old woman	 	 	 	 	 		 	vince rank_1
irrevocable	not able to be changed, reversed, or recovered; final	an irrevocable step	 	 	 	 	irreversible, unrectifiable, irremediable, irreparable, unrepairable, beyond repair	[sound:irrevocable.mp3]	magoosh rank_1
dilate	make or become wider, larger, or more open	her eyes dilated with horror	the woman dilated her nostrils	dilated pupils	 	 	enlarge, become larger, widen, become wider, expand, distend, swell	[sound:dilate.mp3]	manhattan rank_1
progenitor	a person or thing from which a person, animal, or plant is descended or originates; an ancestor or parent	his sons and daughters were the progenitors of many of Scotland's leading noble families	the progenitor of modern jazz	 	 	 	ancestor, forefather, forebear, parent, originator, founder, instigator, source	[sound:progenitor.mp3]	powerscore rank_1
beseech	ask (someone) urgently and fervently to do something; implore; entreat	they beseeched him to stay	“You have got to believe me,” Gloria beseeched him	they earnestly beseeched his forgiveness	a beseeching gaze	 	implore, beg, entreat, importune, plead with, appeal to, exhort, ask urgently, petition, call on, supplicate, pray to, adjure	[sound:beseech.mp3]	vince rank_1
presentiment	an intuitive feeling about the future, especially one of foreboding	a presentiment of disaster	 	 	 	 	premonition, foreboding, intuition, feeling, hunch, suspicion, sneaking suspicion, feeling in one's bones, funny feeling, vague feeling, inkling, idea, sixth sense	[sound:presentiment.mp3]	magoosh rank_1
titular	holding or constituting a purely formal position or title without any real authority	the queen is titular head of the Church of England	a titular post	the work's titular song	the priests of the titular churches	 	nominal, in name only, in title only, formal, official, ceremonial, eponymous, identifying	[sound:titular.mp3]	vince rank_1
cacophonous	involving or producing a harsh, discordant mixture of sounds	the cacophonous sound of slot machines	 	 	 	 	loud, noisy, ear-splitting, blaring, booming, thunderous, deafening	[sound:cacophonous.mp3]	gregmat rank_1
sibilant	making or characterized by a hissing sound	his sibilant whisper	 	 	 	 		[sound:sibilant.mp3]	powerscore rank_1
reservation	the action of reserving something	the reservation of positions for non-Americans	do you have a reservation?	some generals voiced reservations about making air strikes	the boy's family live on a reservation	the retention of a right to enter the demised property will be a reservation	advance booking, booking, prior arrangement, booking, ordering, arrangement, prearrangement, securing, doubt, qualm, scruple, reserve, preserve, enclave, sanctuary, area, territory	[sound:reservation.mp3]	magoosh rank_1
striated	marked with long, thin parallel streaks	an expensively outfitted kitchen with striated wood cabinets	a striated rock surface	you can emboss, pierce, or striate wood	 	 	striped, barred, lined, banded, ridged, fluted, channelled, furrowed, grooved, crimped, folded, crinkled, crinkly, puckered, creased, wrinkled, wrinkly, crumpled, rumpled, streak, stripe, striate, band, line	[sound:striated.mp3]	greenlight_advanced rank_1
proxy	the authority to represent someone else, especially in voting	they may register to vote by proxy	the use of a US wealth measure as a proxy for the true worldwide measure	 	 	 	deputy, representative, substitute, delegate, agent, surrogate, stand-in, attorney, ambassador, emissary, go-between, envoy, frontman	[sound:proxy.mp3]	manhattan rank_1
rife	(especially of something undesirable or harmful) of common occurrence; widespread	male chauvinism was rife in medicine in those days	the streets were rife with rumor and fear	speculation ran rife that he was an arms dealer	 	 	widespread, general, common, universal, extensive, ubiquitous, global, omnipresent, everywhere, present everywhere, pandemic, epidemic, endemic, inescapable, insidious, prevalent, penetrating, pervading, pervasive, permeating, immanent, overflowing, bursting, alive, swarming, teeming, seething, lousy	[sound:rife.mp3]	manhattan rank_1
matriarch	a woman who is the head of a family or tribe	in some cultures the mother proceeds to the status of a matriarch	a domineering matriarch	 	 	 		[sound:matriarch.mp3]	powerscore rank_1
dwindling	gradually diminishing in size, amount, or strength	dwindling resources	traffic has dwindled to a trickle	 	 	 	diminish, decrease, reduce, get smaller, become smaller, grow smaller, become less, grow less, lessen, wane, contract, shrink, fall off, taper off, tail off, drop, fall, go down, sink, slump, plummet, decline, degenerate, deteriorate, fail, ebb, wane, sink, slip, slide, go downhill, go to rack and ruin, decay, wither, fade, fade away	[sound:dwindling.mp3]	gregmat rank_1
perjury	the offense of willfully telling an untruth in a court after having taken an oath or affirmation	he claimed two witnesses at his trial had committed perjury	 	 	 	 	lying under oath, violation of an oath, giving false evidence, giving false testimony, bearing false testimony, bearing false witness, forswearing oneself, making false statements, wilful falsehood	[sound:perjury.mp3]	greenlight_basic rank_1
queue	a line or sequence of people or vehicles awaiting their turn to be attended to or to proceed.	in the war they had queued for food	companies are queuing up to move to the bay	input or output requests to a file are queued by the operating system	 	 	line, row, column, file, chain, string, stream, traffic jam, jam, tailback, stream, gridlock, line up, form lines, get into columns, get into rows, fall in, file, move in line, walk in line	[sound:queue.mp3]	greenlight_basic rank_1
deviance	the fact or state of departing from usual or accepted standards, especially in social or sexual behavior	a study of crime and deviance	social deviance	 	 	 	corruption, corruptness, vice, perversion, pervertedness, deviance, degeneracy, degradation, immorality, shamelessness, debauchery, dissipation, dissoluteness, turpitude, loucheness, profligacy, licentiousness, lewdness, lasciviousness, salaciousness, lechery, lecherousness, prurience, obscenity, indecency, libertinism, sordidness	[sound:deviance.mp3]	greenlight_basic rank_1
fortify	provide (a place) with defensive works as protection against attack	the enclave has been heavily fortified in recent years	the girl was fortified by her religious faith	the wine is aged in oak barrels and fortified with French brandy	most commercial brands of almond milk are fortified with vitamins A, D, B2, B12, calcium, and zinc	 	build defences round, strengthen with defensive works, secure, protect, surround, strengthen, reinforce, toughen, consolidate, bolster, shore up, brace, buttress, stiffen, support, hold up, invigorate, strengthen, energize, enliven, liven up, animate, vitalize, rejuvenate, restore, revive, refresh, add alcohol to, add spirits to, strengthen, add minerals to, add vitamins to, boost, improve	[sound:fortify.mp3]	manhattan rank_1
pedant	a person who is excessively concerned with minor details and rules or with displaying academic learning	the royal palace (some pedants would say the ex-royal palace)	 	 	 	 	dogmatist, purist, literalist, formalist, doctrinaire	[sound:pedant.mp3]	manhattan rank_1
doff	remove (an item of clothing)	he had doffed tie and jacket and rolled up his shirtsleeves	the manager doffed his hat to her	 	 	 	lay hold of, take hold of, get hold of, get into one's hands	[sound:doff.mp3]	manhattan rank_1
Innocuous	not harmful or offensive	it was an innocuous question	 	 	 	 	harmless, safe, non-dangerous, non-poisonous, non-toxic, non-irritant, non-injurious, innocent, inoffensive, unobjectionable, unexceptionable, unoffending, harmless, mild, peaceful, gentle, tame, insipid	[sound:Innocuous.mp3]	prep_scholar rank_1
permutation	a way, especially one of several possible variations, in which a set or number of things can be ordered or arranged	his thoughts raced ahead to fifty different permutations of what he must do	 	 	 	 	arrangement, order, grouping, disposition, presentation, sorting, organization, combination, variation, transformation, transposition	[sound:permutation.mp3]	vince rank_1
weather	the state of the atmosphere at a place and time as regards heat, dryness, sunshine, wind, rain, etc.	if the weather's good we can go for a walk	stone walls provide shelter from wind and weather	the weather side of the yacht	his skin was weathered almost black by his long outdoor life	the ice sheet preserves specimens that would weather away more quickly in other regions	meteorological conditions, atmospheric conditions, meteorology, climate, survive, come through, get through, ride out, live through, pull through, come through, come through unscathed, outlast, outlive	[sound:weather.mp3]	greenlight_basic rank_1
opulence	great wealth or luxuriousness	rooms of spectacular opulence	 	 	 	 	luxuriousness, sumptuousness, lavishness, richness, lushness, luxury, luxuriance, splendour, magnificence, grandeur, splendidness, grandiosity, costliness, fanciness, wealth, affluence, wealthiness, richness, riches, prosperity, prosperousness, money, fortune, deep pockets	[sound:opulence.mp3]	magoosh rank_1
objurgation	 	 	 	 	 	 		 	vince rank_1
contextualize	place or study in context	the book contextualizes Melville's short fiction and poetry	 	 	 	 		[sound:contextualize.mp3]	manhattan rank_1
resilient	(of a person or animal) able to withstand or recover quickly from difficult conditions	babies are generally far more resilient than new parents realize	the fish are resilient to most infections	a shoe with resilient cushioning	 	 	strong, tough, hardy, flexible, pliable, pliant, supple, plastic, elastic, springy, rubbery	[sound:resilient.mp3]	vince rank_1
gratify	give (someone) pleasure or satisfaction	I was gratified to see the coverage in May's issue	not all the sexual impulses can be gratified	 	 	 	please, gladden, give pleasure to, make happy, make content, delight, make someone feel good, satisfy, warm the cockles of the heart, thrill, satisfy, fulfil, indulge, relieve, humour, comply with, pander to, cater to, give in to, quench, slake, satiate, pacify, appease, assuage, provide for, feed, accommodate	[sound:gratify.mp3]	gregmat rank_1
ostensible or ostensive	 	 	 	 	 	 		 	manhattan rank_1
acolyte	a person assisting the celebrant in a religious service or procession.	she runs the department through a small group of acolytes	 	 	 	 	assistant, helper, attendant, retainer, servant, minion, underling, lackey, henchman	[sound:acolyte.mp3]	gregmat rank_1
puissant	having great power or influence	he would become a puissant man	 	 	 	 	influential, strong, high-powered, important, controlling, dominant, commanding, potent, forceful, vigorous, dynamic, formidable, redoubtable	[sound:puissant.mp3]	magoosh rank_1
gadfly	a fly that bites livestock, especially a horsefly, warble fly, or botfly.	always a gadfly, he attacked intellectual orthodoxies	 	 	 	 	nuisance, bother, annoyance, irritation, irritant, thorn in one's flesh, thorn in one's side, vexation, trial, the bane of one's life, menace, curse, problem, trouble, worry, inconvenience, bore, gadfly	[sound:gadfly.mp3]	vince rank_1
slipshod	(typically of a person or method of work) characterized by a lack of care, thought, or organization	he'd caused many problems with his slipshod management	 	 	 	 	careless, lackadaisical, slapdash, disorganized, unorganized, haphazard, hit-or-miss, last-minute, untidy, messy, unsystematic, unmethodical, casual, offhand, thoughtless, heedless, negligent, neglectful, remiss, lax, slack, slovenly	[sound:slipshod.mp3]	vince rank_1
proletarian	relating to the proletariat	a proletarian ideology	they are true proletarians	 	 	 	working-class, plebeian, cloth-cap, common, ordinary, working-class person, worker, working person, plebeian, commoner, ordinary person, man in the street, person in the street, woman in the street	[sound:proletarian.mp3]	powerscore rank_1
unnerve	make (someone) lose courage or confidence	the journey over the bridge had unnerved me	 	 	 	 	demoralize, discourage, dishearten, dispirit, deject, daunt, cow, alarm, frighten, unman, dismay, distress, disconcert, discompose, perturb, upset, discomfit, take aback, unsettle, disquiet, jolt, startle, fluster, agitate, shake, ruffle, throw, throw off balance, put someone off their stroke, cause someone to lose their composure, confound, panic, stupefy, stun	[sound:unnerve.mp3]	magoosh rank_1
impending	(of an event regarded as threatening or significant) about to happen; forthcoming	the author had returned to his country ahead of the impending war	a fortune teller with dire warnings about impending doom	my impending departure	it seemed certain that some great trial of strength impended between the opponents	the loss of liberty impends as the result of fatal indiscretion	imminent, at hand, close, close at hand, near, nearing, approaching, coming, forthcoming, upcoming, to come, on the way, about to happen, upon us, in store, in the offing, in the pipeline, on the horizon, in the air, in the wind, brewing, looming, looming large, threatening, menacing	[sound:impending.mp3]	magoosh rank_1
hardy	robust; capable of enduring difficult conditions	a hardy breed of cattle	a favorite flowering shrub for early spring, vigorous and hardy	 	 	 	robust, healthy, fit, strong, sturdy, tough, rugged, hearty, lusty, vigorous, hale and hearty, fit as a fiddle, fighting fit, in fine fettle, in good health, in good condition	[sound:hardy.mp3]	manhattan rank_1
vintage	the year or place in which wine, especially wine of high quality, was produced.	rifles of various sizes and vintages	vintage claret	a vintage Sherlock Holmes adventure	 	 	year, grape harvest, grape gathering, grape crop, harvest, crop, yield, year's growth, period, era, epoch, time, origin, high-quality, quality, prime, choice, select, superior, best, high-quality, quality, prime, choice, select, superior, best, classic, ageless, timeless, enduring	[sound:vintage.mp3]	manhattan rank_1
innate	inborn; natural	her innate capacity for organization	 	 	 	 	inborn, natural, inbred, congenital, inherent, intrinsic, instinctive, intuitive, spontaneous, unlearned, untaught	[sound:innate.mp3]	vince rank_1
